quarter_end,beta_const,beta_d_rate_mortgage_lag1,beta_pce_real_g_lag1,beta_fed_debt_g_lag1,se_const,se_d_rate_mortgage_lag1,se_pce_real_g_lag1,se_fed_debt_g_lag1
2009-06-30,-2.232313603112866,0.28917724265597755,-0.02436477739742396,-0.014259060078446054,0.953770270609689,0.513582525597655,0.02784074544250054,0.03458302625515436
2009-09-30,-3.6276322134777974,0.30368295287722125,-0.02436477757155181,-0.015211646034799815,0.8897453608199979,0.5152765839322601,0.027840745273798297,0.03463353472344341
2009-12-31,-3.8439102013652566,0.3178947712825676,-0.024364777769949823,-0.015659727256031562,0.8667401928944171,0.5167696007812608,0.027840745106152465,0.034660241459262185
2010-03-31,-2.8103752689020043,0.33308641049046556,-0.024364777933358138,-0.015657343211339964,0.8661655258477635,0.5182018605611904,0.02784074494056368,0.03465736555849367
2010-06-30,-2.099437639672103,0.34868298024308875,-0.024364778095281103,-0.015778973400047278,0.882528017244181,0.5196181862837362,0.027840744775272243,0.03462284439425186
2010-09-30,-1.082543469556183,0.36439738694537277,-0.024364778249818878,-0.01576998911270544,0.8683697896076311,0.5209029588745274,0.027840744610666716,0.034597792076774575
2010-12-31,-1.0802823119306861,0.3805016981002874,-0.024364778442193966,-0.01614931105319697,0.848093713426302,0.522001846518116,0.027840744447460028,0.0345647324914968
2011-03-31,0.08269121019081638,0.3937234430521688,-0.02436477860010099,-0.0161667529531808,0.8399120613707105,0.5234682357392134,0.027840744283912432,0.03449191117173488
2011-06-30,0.6938625250358486,0.40697688020694933,-0.02436477877209217,-0.016399233874031346,0.7893957983872316,0.5247662956728084,0.027840744121345042,0.034454621482489074
2011-09-30,0.9652017035482554,0.4195007376693609,-0.02436477894949555,-0.01669991811975299,0.7579780507918501,0.5264406761334138,0.027840743958684175,0.03439228915012288
2011-12-31,1.604386913801156,0.4316474805807229,-0.02436477912531873,-0.016978849285091198,0.8208177000519737,0.5280499532474082,0.02784074379566942,0.03429617775319454
2012-03-31,1.6377256626588705,0.44493171061934567,-0.02436477930883176,-0.017473463680043058,0.8258768290749988,0.5296450955300229,0.027840743633121588,0.03423163127030394
2012-06-30,1.9586585907301117,0.45778119528234074,-0.02436477949027415,-0.017871951998241972,0.806292832592292,0.5311397809646048,0.02784074347049147,0.034165015307971544
2012-09-30,2.504945291838303,0.4705364551490071,-0.024364779664951437,-0.0182054224014468,0.7745781296763864,0.5324459908428554,0.02784074330966669,0.034095097798389734
2012-12-31,2.998662305061164,0.48332679913027277,-0.024364779840014044,-0.018548521819081426,0.7689290870478298,0.5335837223020217,0.027840743148579275,0.03399567419423186
